Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
13998,10.49,276.2,1.230585294,0.087702574,0.187696859,80.29090909
13999,9.58,274,1.230783427,0.108559499,0.216580266,76.76969697
14000,9.94,273.8,1.230874037,0.105633803,0.191241726,74.67272727
14001,10.47,275,1.231041772,0.082139446,0.192693766,84.42424242
14002,11.17,276.4,1.231087539,0.082363474,0.197434097,94.05454545
14003,11.01,278.5,1.231247711,0.089918256,0.247295086,87.69090909
14004,10.74,278.3,1.231255375,0.076350093,0.210258579,88.54545455
14005,10.39,277.7,1.231447828,0.081809432,0.241405896,88.46666667
14006,10.87,276.5,1.231229081,0.077276909,0.20090187,89.19393939
14007,10.61,277.4,1.231671674,0.076343073,0.203764654,89.83030303
14008,10.86,277.2,1.231971869,0.086556169,0.196621717,87.03030303
14009,9.92,278.7,1.231957305,0.08266129,0.218658049,62.16969697
14010,9.61,277.7,1.232020878,0.085327784,0.28048297,72.33939394
14011,9.73,276.4,1.23173843,0.094552929,0.168301629,72.75757576
14012,10.7,276.1,1.231335807,0.091588785,0.250234926,82.72121212
14013,11.46,282.3,1.230926553,0.086387435,0.20705891,75.53333333
14014,11.58,282.2,1.230893518,0.111398964,0.225945773,80.03030303
14015,10.56,284.3,1.230751252,0.097537879,0.195568132,61.97575758
14016,9.78,283.8,1.23143837,0.096114519,0.242120025,44.92121212
14017,10.78,292.5,1.231482413,0.091836735,0.164610856,74.83636364
14018,11.62,294.4,1.232176275,0.10757315,0.179068006,71.75151515
14019,11.36,293.2,1.232176275,0.083626761,0.198255019,80.36363636
14020,12.58,295.1,1.231505486,0.09936407,0.166785069,92.23030303
14021,12.11,292.2,1.231536825,0.080099092,0.142010222,71.24848485
14022,11.18,291.8,1.231759771,0.063506261,0.190745084,49.5030303
14023,10.63,286.4,1.232233032,0.071495767,0.214842429,41.85454545
14024,10.11,281,1.232237973,0.066271019,0.265746536,58.85454545
14025,10.09,281.7,1.232296617,0.088206145,0.268789373,62.61212121
14026,10.52,282.5,1.232142137,0.075095057,0.238256835,66.93333333
14027,11.35,284.8,1.231988628,0.086343612,0.194162024,67.26060606
14028,10.08,287.9,1.232679106,0.079365079,0.246798492,46.18181818
14029,10.34,293,1.232865993,0.075435203,0.245036817,35.05454545
14030,9.7,293.1,1.233193913,0.102061856,0.234029945,46.55151515
14031,10.32,297.2,1.233788722,0.065891473,0.224008265,49.4969697
14032,9.67,298.1,1.234584806,0.04860393,0.281234311,43.26060606
14033,9.48,298,1.234939091,0.05907173,0.303308537,31.86666667
14034,8.62,298.2,1.235621516,0.05800464,0.288520054,35.06666667
14035,9.08,296.3,1.235925314,0.079295154,0.331828755,30.70909091
14036,9.97,292.2,1.236391807,0.078234704,0.359550808,33.31515152
14037,10.08,293,1.236708773,0.056547619,0.306700461,33.26060606
14038,10.13,296.1,1.237633765,0.066140178,0.345695649,61.8969697
14039,9.59,297.9,1.238787204,0.060479666,0.304891507,53.56969697
14040,9.8,298.9,1.239625592,0.082653061,0.277260744,55.73333333
14041,9.29,299.1,1.240974593,0.061356297,0.2962624,58.05454545
14042,8.19,304.4,1.242059182,0.067155067,0.249452066,56.53939394
14043,7.44,310.9,1.243223948,0.072580645,0.279608987,42.74545455
14044,6.47,314.6,1.245678315,0.064914992,0.223754383,27.51515152
14045,7.23,310.8,1.246766255,0.0802213,0.291781376,23.99393939
14046,7.59,311.2,1.24774678,0.090909091,0.267117237,32.59393939
14047,7.57,311.1,1.248807833,0.081902246,0.264559413,42.79393939
14048,7.62,309.8,1.249387269,0.077427822,0.220468097,48.27272727
14049,8.23,309.9,1.249317584,0.058323208,0.309364113,55.78181818
14050,8.22,308.1,1.249381945,0.054744526,0.319107428,55.04848485
14051,8.63,303.4,1.249317584,0.07184241,0.2446366,57.93939394
14052,8.41,301.2,1.249974792,0.05588585,0.213291109,51.56363636
14053,8.17,302.6,1.250853937,0.079559364,0.293111138,48.62424242
14054,7.46,305.7,1.251291484,0.057640751,0.34737221,38.90909091
14055,7.48,302.4,1.25200955,0.058823529,0.332527585,41.20606061
14056,8.34,301.1,1.252161469,0.051558753,0.382717936,51.55151515
14057,8.75,302.3,1.252924286,0.033142857,0.363232958,60.42424242
14058,8.81,300.7,1.253940695,0.03291714,0.328162736,61.81818182
14059,8.62,300.9,1.254000071,0.034802784,0.363115044,51.56969697
14060,7.8,305.8,1.25461475,0.062820513,0.285242128,51.36969697
14061,7.04,309.7,1.255529775,0.058238636,0.332958766,37.26666667
14062,7.43,304.9,1.255840191,0.064602961,0.33842164,33.78181818
14063,7.01,301.5,1.255852796,0.051355207,0.258456819,25.69090909
14064,7.06,297.2,1.256310516,0.032577904,0.270687065,8.363636364
14065,7.3,297.1,1.256209103,0.028767123,0.406195569,14.57575758
14066,7.65,300.8,1.255750936,0.060130719,0.403236665,41.44848485
14067,8.78,300.2,1.255386487,0.038724374,0.471748447,48.82424242
14068,8.2,301,1.255977918,0.051219512,0.42566113,41.32727273
14069,7.1,297.1,1.256771,0.070422535,0.301077722,16.22424242
14070,7.67,295.1,1.256739625,0.12125163,0.180932817,26.3030303
14071,8.38,295.3,1.255999983,0.091885442,0.159315907,28.34545455
14072,8.66,292.7,1.25558389,0.100461894,0.115824961,19.59393939
14073,8.85,289.3,1.255304851,0.140112994,0.037970669,22.16363636
14074,7.7,290.4,1.254322358,0.125974026,0.029036101,28.97575758
14075,8.92,289.5,1.254139485,0.117713004,0.063143253,34.65454545
14076,9.13,293.3,1.254304272,0.072289157,0.039271389,46.93333333
14077,8.97,291.8,1.253794663,0.117056856,0.085830931,33.56363636
14078,9.05,292.4,1.253298514,0.06961326,0.095281811,39.47878788
14079,9.44,291.9,1.253306352,0.074152542,0.045163002,52.22424242
14080,8.61,290.1,1.252561813,0.105691057,0.09487122,38.14545455
14081,8.32,286.6,1.252615941,0.064903846,0.024158632,35.56363636
14082,8.55,291.4,1.252002923,0.083040936,0.049917383,33.66666667
14083,8.46,291.5,1.251616274,0.06501182,0.063924701,23.2969697
14084,8.54,290.2,1.251163477,0.101873536,0.071360345,30.81212121
14085,7.55,293.4,1.250383759,0.108609272,0.09927257,23.78181818
14086,7.68,293.4,1.250153765,0.0859375,0.058611054,26.10909091
14087,7.64,293.9,1.249137491,0.078534031,0.101117623,26.12121212
14088,7.35,283.6,1.249454561,0.107482993,0.070618652,15.47878788
14089,7.13,280.4,1.248906731,0.106591865,0.079281437,17.95757576
14090,7.25,277.4,1.248481074,0.125517241,0.027746468,27.8969697
14091,7.39,280.9,1.247742428,0.127198917,0.009035525,27.47878788
14092,7.42,282.6,1.247508085,0.09703504,0.085442459,19.96969697
14093,7.38,282.6,1.246927904,0.085365854,0.05793516,13.02424242
14094,7.01,290.7,1.246180122,0.109843081,0.019093786,16.45454545
14095,6.3,296.1,1.245467525,0.092063492,0.060761489,11.85454545
14096,5.98,285.7,1.245341459,0.117056856,0.033683999,11.78181818
14097,6.08,287.8,1.244336494,0.128289474,0.033125834,12.09090909
14098,5.42,286.7,1.243981284,0.167896679,0.07078558,8.448484848
14099,6.18,278.3,1.243595417,0.134304207,0.032585867,10.77575758
14100,6.11,277.7,1.243157162,0.085106383,0.032961974,4.666666667
14101,5.97,282.5,1.24257206,0.100502513,0.079541033,6.860606061
14102,5.3,284.4,1.241949384,0.120754717,0,13.58787879
14103,6.12,283.2,1.241693894,0.120915033,0.040287223,9.6
14104,4.95,270.5,1.241427472,0.212121212,-0.004482807,12.2969697
14105,5,267.4,1.241072189,0.132,0.072241491,3.436363636
14106,5.91,261.4,1.240769497,0.098138748,0.080363341,14.08484848
14107,5.19,262.4,1.240208154,0.121387283,0.017185618,5.157575758
14108,4.43,267.3,1.239572231,0.124153499,0.03028997,3.527272727
14109,5.16,251.7,1.239310976,0.141472868,-0.025679246,10.63636364
14110,4.4,242.8,1.239574885,0.234090909,0.015196616,4.575757576
14111,5.55,260.1,1.239315135,0.151351351,0.085677896,20.78181818
14112,5.91,251.7,1.239336363,0.10998308,0.107810487,9.866666667
14113,5.39,257.1,1.239549494,0.118738404,0.016545552,9.333333333
14114,5.08,253.4,1.239176971,0.124015748,0.071085428,12.04848485
14115,5.21,252.2,1.239813495,0.069097889,0.056127361,10.64848485
14116,6.13,253.6,1.239717515,0.088091354,0.10764959,17.12121212
14117,6.51,256.3,1.240118729,0.041474654,0.173816132,17.4
14118,6.38,256.8,1.239778386,0.061128527,0.196439591,10.72727273
14119,6.09,260.9,1.239990198,0.041050903,0.135345214,9.945454545
14120,6.12,260.6,1.240257451,0.035947712,0.193272286,6.393939394
14121,5.39,259.6,1.239658479,0.064935065,0.131572616,2.321212121
14122,4.49,259.4,1.239782867,0.071269488,0.1012125,-1.109090909
14123,4.2,257,1.240047054,0.045238095,0.125096191,0.16969697
14124,3.89,257,1.240285924,0.046272494,0.057847802,-1.763636364
14125,3.83,255.8,1.240304219,0.044386423,0.131401375,-0.654545455
14126,3.97,254,1.240563009,0.037783375,0.097212196,-1.612121212
14127,4.31,254.6,1.240493275,0.062645012,0.138207207,1.109090909
14128,4.88,258.1,1.240726671,0.053278689,0.229987669,2.254545455
14129,4.78,258.4,1.240605161,0.035564854,0.178955304,2.83030303
14130,4.24,256.1,1.241155627,0.047169811,0.260968472,1.751515152
14131,4.56,256.1,1.241208083,0.067982456,0.335918776,3.224242424
14132,5.38,259,1.240632134,0.031598513,0.426551689,4.163636364
14133,5.52,263,1.240316925,0.02173913,0.310443428,3.624242424
14134,5.06,263,1.239989127,0.051383399,0.1498026,0.866666667
14135,4.54,263,1.239757461,0.035242291,0.16235389,-1.363636364
14136,4.22,263,1.240291512,0.033175355,0.080391044,-2.060606061
14137,4.01,263,1.240523332,0.042394015,0.027870254,-0.745454545
14138,4.76,207,1.241961021,0.056722689,-0.15324904,2.775757576
14139,4.67,204,1.241424242,0.038543897,-0.129338906,2.181818182
14140,5.02,201,1.241134165,0.03187251,-0.141418226,5.2
14141,5.03,192.5,1.241585622,0.057654076,-0.262113828,7.527272727
14142,5.05,191.9,1.24199365,0.132673267,-0.299900353,12.13939394
14143,6.11,192.4,1.241077751,0.076923077,-0.164610856,18.12121212
14144,5.62,192.1,1.241061861,0.15480427,-0.096674529,16.18787879
14145,6.31,193.4,1.24078778,0.069730586,-0.159576334,17.99393939
14146,6.04,195.8,1.240301154,0.034768212,-0.14932287,15.01818182
14147,6.52,196.7,1.239901289,0.036809816,-0.099922247,21.48484848
14148,6.66,194.6,1.239940898,0.024024024,-0.055986524,23.43030303
14149,6.62,195,1.239603237,0.027190332,-0.026681763,22.38181818
14150,6.81,193.2,1.239004898,0.039647577,0.009806771,25.68484848
14151,5.66,188.1,1.240529845,0.180212014,0.071787471,32.05454545
14152,5.06,182.7,1.242140774,0.130434783,-0.444138923,30.53939394
14153,4.35,184.3,1.241700071,0.112643678,-0.635175056,35.0969697
14154,4.68,186.3,1.24240026,0.121794872,-0.73650717,45.44848485
14155,5.31,185.2,1.243088536,0.120527307,-0.613766546,54.09090909
14156,6.28,184.1,1.24306481,0.162420382,-0.523770376,62.18787879
14157,8.62,181.3,1.242650545,0.112529002,0.02071092,75.47272727
14158,8.91,179.8,1.245734457,0.116722783,0.168257409,78.87878788
14159,7.68,181.8,1.246155978,0.123697917,-0.145523015,81.96969697
14160,7.82,181.9,1.245187242,0.152173913,-0.161565432,75.48484848
14161,8.33,180.1,1.245039647,0.106842737,-0.052700694,76.44848485
14162,8.92,179,1.245842354,0.114349776,0.045281456,78.18787879
14163,9.35,178.1,1.24614372,0.068449198,0.162601602,74.47878788
14164,8.55,182.1,1.244600523,0.086549708,0.028762651,69.32727273
14165,9.69,179,1.245554273,0.076367389,0.191397567,77.49090909
14166,10.6,177,1.246972224,0.029245283,0.329172114,87.44242424
14167,10.57,175.8,1.248307272,0.023651845,0.455564249,86.54545455
14168,10.64,177.4,1.248485294,0.026315789,0.41166858,89.70909091
14169,10.38,177,1.248640955,0.034682081,0.407547505,89.46666667
14170,10.68,177.6,1.248487437,0.044007491,0.341018021,94.47878788
14171,11.15,176.6,1.247267651,0.035874439,0.458611227,94.64242424
14172,11.87,174.2,1.246748299,0.040438079,0.667256394,100.2363636
14173,11.87,174.3,1.24714724,0.027801179,0.700352697,101.1818182
14174,10.53,169.5,1.249634691,0.094966762,0.618709937,101.1939394
14175,10.79,169.1,1.251165119,0.077849861,0.743679854,101.1393939
14176,10.21,169.1,1.251656604,0.096963761,0.609472873,99.66060606
14177,9.97,168.1,1.252158825,0.091273821,0.545216135,95.01212121
14178,10.12,168.8,1.252720015,0.099802372,0.578385941,98.94545455
14179,10.22,168.8,1.252033342,0.102739726,0.586033909,101.3878788
14180,11.3,169.9,1.25054186,0.092920354,0.712278671,101.4848485
14181,10.72,168,1.250228266,0.083022388,0.356608405,101.3272727
14182,11.12,169.5,1.251839392,0.096223022,0.60727567,101.4060606
14183,10.6,168.5,1.251775722,0.098113208,0.559424915,101.4121212
14184,10.45,167.8,1.252162335,0.094736842,0.366625603,101.3575758
14185,10.57,167.4,1.251752912,0.092715232,0.298706386,101.4060606
14186,10.28,166.6,1.251589601,0.096303502,0.201143415,101.2363636
14187,10.27,167.6,1.252257633,0.097370983,0.308065584,101.4424242
14188,10.17,167,1.251500392,0.100294985,0.246929252,101.1333333
14189,9.7,164.4,1.252147828,0.083505155,0.139389237,99.79393939
14190,9.77,163.8,1.252027665,0.091095189,0.214663382,100.3212121
14191,9.62,162.9,1.251803077,0.079002079,0.175293291,101.4484848
14192,9.75,162.9,1.251649824,0.078974359,0.114533811,101.2909091
14193,9.89,161.9,1.251215466,0.096056623,0.122342809,101.3151515
14194,9.98,160.4,1.251220694,0.084168337,0.147216105,100.569697
14195,9.46,159.7,1.250894282,0.093023256,0.150567205,95.24848485
14196,8.58,161.3,1.250415322,0.106060606,0.065682789,87.83030303
14197,8.46,161.2,1.24940184,0.098108747,0.07204621,84.84848485
14198,8.55,161.1,1.248313701,0.098245614,0.060570785,85.15151515
14199,8.18,163.1,1.247415632,0.092909535,0.05498375,84.24242424
14200,8.65,163,1.246181853,0.101734104,0.10786066,83.27272727
14201,8.99,159.2,1.245773349,0.101223582,0.129725164,75.0969697
14202,8.51,158.3,1.244846837,0.096357227,0.074313313,68.84848485
14203,8.96,157.7,1.243537066,0.102678571,0.042548806,74.98787879
14204,8.74,161.2,1.242188541,0.106407323,0.007637475,70.82424242
14205,8.19,160.7,1.240973114,0.112332112,0.105528272,68.53333333
14206,8.32,162.2,1.239870092,0.108173077,0.045855801,78.67272727
14207,8.15,161.8,1.238814089,0.114110429,0.041262426,79.24848485
14208,8.43,163.5,1.237294998,0.136417556,0.018521382,79.78181818
14209,8.68,163.7,1.235758363,0.09562212,0.057024207,76.47272727
14210,8.64,161.9,1.234078591,0.103009259,0.031066661,68.41818182
14211,8.45,159.7,1.233306743,0.123076923,-0.057090831,64.65454545
14212,8.09,160.4,1.231976869,0.103831891,0.064064994,67.21818182
14213,8.57,160.1,1.231094251,0.089848308,0.020832322,61.13939394
14214,8.85,158.1,1.230416402,0.119774011,-0.00751686,79.12727273
14215,9.03,158.5,1.228934507,0.117386489,0.022249569,88.47272727
14216,9.46,157.7,1.228771784,0.115221987,0.037889704,88.60606061
14217,9.59,158.9,1.227248125,0.102189781,0.049180534,94.25454545
14218,9.33,161.6,1.225822173,0.125401929,-0.02603496,84.40606061
14219,9.87,158.1,1.225747843,0.106382979,-0.022391622,95.23636364
14220,10.25,156.8,1.22476012,0.102439024,-0.0258536,93.53939394
14221,10.8,156.9,1.224069151,0.107407407,0.037332476,97.96363636
14222,11.15,155.9,1.223466296,0.089686099,0.077021167,97.07878788
14223,11.26,156,1.22231107,0.095914742,0.059982854,97.30909091
14224,10.32,158.4,1.221621248,0.099806202,0.054471343,87.89090909
14225,10.38,155.8,1.220556506,0.086705202,0.049771485,87.67878788
14226,11.09,152.4,1.220500192,0.057709648,0.036348212,91.82424242
14227,10.76,152.5,1.21994972,0.07063197,0.033277477,63.52121212
14228,10.54,149.2,1.219643458,0.051233397,0.023303533,81.80606061
14229,9.82,151.8,1.219487218,0.097759674,0.043398163,82.82424242
14230,10.33,151.6,1.218850133,0.065827686,0.050015125,66.12121212
14231,9.53,153.1,1.218806471,0.091290661,0.0686423,71.2
14232,9.83,153.3,1.218070169,0.083418108,0.05954169,77.24242424
14233,9.51,151.2,1.218556698,0.088328076,0.047211768,66.53939394
14234,9,149.8,1.217989074,0.093333333,0.090675041,66.82424242
14235,9.61,150.7,1.217633612,0.083246618,0.075223445,81.36363636
14236,9.17,146.7,1.217490149,0.07306434,0.034173444,62.65454545
14237,8.73,145.6,1.218606454,0.065292096,0.023018134,58.5030303
14238,9.19,142.8,1.218456486,0.082698585,0.083736991,70.97575758
14239,9.43,144.1,1.218799851,0.071049841,0.093817921,69.10909091
14240,9.67,143.1,1.21856861,0.068252327,0.115506417,72.24848485
14241,9.41,140.1,1.218724614,0.068012752,0.067097272,54.65454545
14242,9.84,140,1.219299774,0.066056911,0.106343495,61.52121212
14243,10.35,139.6,1.219368594,0.061835749,0.128098457,64.4969697
14244,11.1,139,1.220383228,0.062162162,0.108674366,76.67878788
14245,12.25,138.9,1.220358558,0.060408163,0.128775977,93.57575758
14246,13.01,137.1,1.220114252,0.039969254,0.211193698,90.70909091
14247,12.29,136.4,1.220848119,0.04637917,0.244295264,90.15757576
14248,12.55,138.4,1.221652362,0.058167331,0.252791279,93.80606061
14249,12.61,137.9,1.22196063,0.06185567,0.249545917,95.41818182
14250,12.63,139.5,1.222778464,0.062549485,0.213993316,92.64242424
14251,11.66,142.9,1.22401293,0.069468268,0.209611324,99.55151515
14252,12.44,143.7,1.223793469,0.062700965,0.249159371,101.5030303
14253,12.2,143.6,1.223806364,0.08442623,0.264583797,101.4060606
14254,12.14,146.6,1.224392922,0.069192751,0.225102812,101.430303
14255,11.84,147.9,1.225145184,0.086148649,0.218658049,101.6060606
14256,13.15,146,1.224634941,0.063878327,0.219998123,101.4606061
14257,13.35,145.1,1.225432984,0.054681648,0.240509887,101.5818182
14258,13.17,145.5,1.225730567,0.050873197,0.245867514,101.4787879
14259,13.46,145.9,1.226034844,0.048291233,0.243953551,101.5151515
14260,12.24,147.9,1.226186052,0.073529412,0.189316399,101.5575758
14261,12.76,147.9,1.225724965,0.076018809,0.188845634,101.5393939
14262,13.84,149.7,1.224548757,0.080924855,0.328006472,101.5393939
14263,14.12,148.6,1.223886091,0.072946176,0.254751508,101.5030303
14264,14.94,146.1,1.223811573,0.057563588,0.226773173,101.5454545
14265,15.56,145.4,1.223042523,0.063624679,0.284401587,101.5272727
14266,15.4,147,1.222695206,0.061688312,0.269570384,101.5272727
14267,14.89,148.5,1.222763747,0.073875084,0.284489852,101.5272727
14268,14.83,148.9,1.223520894,0.080242751,0.245208277,101.4909091
14269,14.78,148,1.223976195,0.068335589,0.19956589,101.5454545
14270,14.5,149.8,1.224646447,0.068965517,0.268335338,101.5272727
14271,14.66,149.7,1.225432229,0.076398363,0.334589541,101.5272727
14272,14.4,150,1.225952414,0.081944444,0.357365433,101.5030303
14273,14.34,149.9,1.226264173,0.080892608,0.306806316,101.5272727
14274,14.66,151.9,1.226764964,0.063437926,0.411654868,101.5515152
14275,14.22,153,1.227704992,0.049226442,0.353103837,101.5151515
14276,14.72,152.2,1.227891552,0.049592391,0.36846065,101.5272727
14277,14.4,154.1,1.228127541,0.039583333,0.341119062,101.4969697
14278,13.93,155.2,1.227866904,0.055994257,0.342404124,101.5151515
14279,13.63,154.7,1.228147461,0.069699193,0.339147188,101.5575758
14280,14.8,152.9,1.227455942,0.053378378,0.28292427,101.5393939
14281,14.41,153.3,1.22785613,0.052047189,0.339066823,101.5090909
14282,13.66,156,1.228497384,0.055636896,0.273035069,101.4787879
14283,14.6,153.9,1.227729132,0.057534247,0.327242085,101.5515152
14284,14.78,153.7,1.227570861,0.048037889,0.316010989,101.5515152
14285,15.06,154.1,1.227044448,0.045152722,0.296182578,101.5090909
